local_index,ecephys_structure_acronym,ecephys_structure_id
272.0,VISal,402.0
273.0,VISal,402.0
274.0,VISal,402.0
275.0,VISal,402.0
276.0,VISal,402.0
277.0,VISal,402.0
278.0,VISal,402.0
279.0,VISal,402.0
280.0,VISal,402.0
281.0,VISal,402.0
282.0,VISal,402.0
283.0,VISal,402.0
284.0,VISal,402.0
285.0,VISal,402.0
286.0,VISal,402.0
287.0,VISal,402.0
288.0,VISal,402.0
289.0,VISal,402.0
290.0,VISal,402.0
291.0,VISal,402.0
292.0,VISal,402.0
293.0,VISal,402.0
294.0,VISal,402.0
295.0,VISal,402.0
296.0,VISal,402.0
297.0,VISal,402.0
298.0,VISal,402.0
299.0,VISal,402.0
300.0,VISal,402.0
301.0,VISal,402.0
302.0,VISal,402.0
303.0,VISal,402.0
304.0,VISal,402.0
305.0,VISal,402.0
306.0,VISal,402.0
307.0,VISal,402.0
308.0,VISal,402.0
309.0,VISal,402.0
310.0,VISal,402.0
311.0,VISal,402.0
312.0,VISal,402.0
313.0,VISal,402.0
314.0,VISal,402.0
315.0,VISal,402.0
316.0,VISal,402.0
317.0,VISal,402.0
318.0,VISal,402.0
319.0,VISal,402.0
320.0,VISal,402.0
321.0,VISal,402.0
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
